小区,位置,户型,面积,朝向,装修,楼层,年份,台楼,其他
馨园二期 ,民治,2室1厅 , 75.03平米 , 南 , 精装 , 高楼层(共11层) , 2003年建 , 板塔结合,
潜龙曼海宁花园南区 ,上塘,2室2厅 , 70.93平米 , 南 北 , 精装 , 高楼层(共28层) , 2011年建 , 塔楼,
合能城市阳光花园 ,龙华中心,2室1厅 , 66.58平米 , 南 北 , 精装 , 高楼层(共22层) , 2011年建 , 板塔结合,
风和日丽花园二期 ,龙华新区,2室1厅 , 70.71平米 , 南 , 精装 , 7层 , 2001年建 , 板楼,
风和日丽花园二期 ,龙华新区,2室1厅 , 70.71平米 , 南 北 , 其他 , 7层 , 2001年建 , 板楼,
碧水龙庭 ,民治,2室2厅 , 72.83平米 , 南 , 精装 , 中楼层(共18层) , 2008年建 , 塔楼,
书香门第名苑 ,梅林关,1室0厅 , 27.69平米 , 西北 , 精装 , 23层 , 2005年建 , 塔楼,
绿景公馆1866南区 ,红山,2室2厅 , 62.04平米 , 西南 , 精装 , 29层 , 2013年建 , 塔楼,
金地梅陇镇四期 ,民治,2室1厅 , 80.9平米 , 南 , 精装 , 低楼层(共25层) , 2009年建 , 板塔结合,
观澜湖赛维纳 ,观澜,1室1厅 , 65.82平米 , 北 , 精装 , 中楼层(共9层) , 2002年建 , 板楼,
滢水山庄 ,民治,2室2厅 , 73.16平米 , 南 , 精装 , 高楼层(共7层) , 1998年建 , 板塔结合,
香缇雅苑 ,龙华中心,1室0厅 , 29.62平米 , 东北 , 其他 , 中楼层(共18层) , 2007年建 , 塔楼,
潜龙曼海宁花园南区 ,上塘,2室1厅 , 67.42平米 , 东南 , 其他 , 中楼层(共28层) , 2011年建 , 塔楼,
华业玫瑰四季馨园一期 ,红山,1室1厅 , 45.63平米 , 东南 , 其他 , 高楼层(共32层) , 2015年建 , 塔楼,
华业玫瑰四季馨园一期 ,红山,1室1厅 , 45.34平米 , 东南 , 其他 , 低楼层(共32层) , 2015年建 , 塔楼,
丹枫雅苑 ,龙华中心,2室1厅 , 71.3平米 , 东南 , 简装 , 高楼层(共24层) , 2008年建 , 板塔结合,
世纪春城四期 ,民治,2室1厅 , 68.22平米 , 南 , 简装 , 26层 , 2008年建 , 塔楼,
潜龙曼海宁花园北区 ,上塘,1室1厅 , 47.02平米 , 东南 , 精装 , 中楼层(共28层) , 2013年建 , 塔楼,
世纪春城三期 ,民治,2室1厅 , 78.61平米 , 东南 , 其他 , 低楼层(共16层) , 2007年建 , 板塔结合,
苹果园 ,龙华新区,1室1厅 , 41.38平米 , 东南 , 其他 , 高楼层(共17层) , 2004年建 , 板楼,
潜龙鑫茂花园C区 ,民治,1室1厅 , 39.41平米 , 南 , 简装 , 中楼层(共13层) , 2006年建 , 板楼,
深业泰然观澜玫瑰苑 ,观澜,2室1厅 , 72.78平米 , 东南 , 精装 , 高楼层(共31层) , 2016年建 , 板塔结合,
金地梅陇镇二期 ,龙华新区,2室1厅 , 74.12平米 , 东 北 , 精装 , 高楼层(共33层) , 2007年建 , 板塔结合,
大信花园 ,龙华中心,2室1厅 , 74.49平米 , 东南 , 简装 , 中楼层(共8层) , 2002年建 , 板楼,
大信花园 ,龙华中心,2室1厅 , 74.49平米 , 东南 , 简装 , 中楼层(共8层) , 2002年建 , 板楼,
美丽AAA花园 ,龙华中心,2室2厅 , 81.16平米 , 东南 , 其他 , 高楼层(共18层) , 2006年建 , 塔楼,
潜龙曼海宁花园北区 ,上塘,1室1厅 , 47.02平米 , 东南 , 精装 , 中楼层(共28层) , 2013年建 , 塔楼,
苹果园 ,龙华新区,1室1厅 , 41.38平米 , 东南 , 其他 , 高楼层(共17层) , 2004年建 , 板楼,
世纪春城三期 ,民治,2室1厅 , 78.61平米 , 东南 , 其他 , 低楼层(共16层) , 2007年建 , 板塔结合,
港铁天颂 ,上塘,5室2厅 , 187.44平米 , 南 , 精装 , 低楼层(共15层) , 2016年建 , 板楼,
碧水龙庭 ,民治,2室1厅 , 75.33平米 , 东南 , 其他 , 中楼层(共18层) , 2007年建 , 塔楼,
香缇雅苑 ,龙华中心,3室2厅 , 90.47平米 , 南 , 精装 , 中楼层(共16层) , 2007年建 , 塔楼,
潜龙曼海宁花园南区 ,上塘,2室1厅 , 67.42平米 , 东 南 , 简装 , 中楼层(共28层) , 2011年建 , 塔楼,
合能城市阳光花园 ,龙华中心,2室1厅 , 76.04平米 , 东南 , 精装 , 低楼层(共22层) , 2011年建 , 板塔结合,
潜龙花园 ,民治,3室2厅 , 94.84平米 , 东 , 精装 , 中楼层(共8层) , 1999年建 , 板楼,
合能城市阳光花园 ,龙华中心,2室2厅 , 67.01平米 , 南 东南 , 精装 , 高楼层(共22层) , 2011年建 , 塔楼,
世纪春城一期 ,民治,2室2厅 , 75.42平米 , 南 北 , 精装 , 中楼层(共6层) , 2004年建 , 板塔结合,
金碧世家 ,龙华中心,3室1厅 , 77.53平米 , 东南 , 精装 , 中楼层(共8层) , 2001年建 , 板楼,
世纪春城三期 ,民治,2室1厅 , 83.9平米 , 南 , 精装 , 低楼层(共16层) , 2007年建 , 板塔结合,
世纪春城三期7号地 ,民治,2室1厅 , 40.32平米 , 西 , 简装 , 低楼层(共11层) , 2006年建 , 板楼,
金地梅陇镇四期 ,民治,2室1厅 , 76.8平米 , 南 , 精装 , 中楼层(共25层) , 2009年建 , 板塔结合,
潜龙曼海宁花园北区 ,上塘,1室1厅 , 47.34平米 , 东南 , 精装 , 中楼层(共28层) , 2013年建 , 塔楼,
皓月花园 ,民治,2室1厅 , 75.97平米 , 北 , 其他 , 中楼层(共7层) , 2005年建 , 板塔结合,
丹枫雅苑 ,龙华中心,1室1厅 , 49.83平米 , 东南 , 简装 , 中楼层(共18层) , 2008年建 , 板楼,
苹果园 ,龙华新区,1室1厅 , 41.54平米 , 南 , 精装 , 高楼层(共16层) , 2004年建 , 板楼,
奥宸观壹城 ,观澜,2室1厅 , 69.12平米 , 南 北 , 精装 , 低楼层(共33层) , 2015年建 , 板塔结合,
世纪春城四期 ,民治,2室1厅 , 75.6平米 , 东南 , 精装 , 26层 , 2008年建 , 塔楼,
香缇雅苑 ,龙华中心,1室0厅 , 27.5平米 , 东南 , 简装 , 中楼层(共18层) , 2007年建 , 塔楼,
丰泽湖山庄 ,梅林关,2室2厅 , 75.56平米 , 东南 , 简装 , 中楼层(共6层) , 2003年建 , 板楼,
美佳华首誉 ,观澜,2室2厅 , 70.64平米 , 西 , 其他 , 中楼层(共28层) , 2013年建 , 板塔结合,
风和日丽花园二期 ,龙华新区,2室1厅 , 70.71平米 , 南 , 精装 , 7层 , 2001年建 , 板楼,
风和日丽花园二期 ,龙华新区,2室1厅 , 70.71平米 , 南 北 , 其他 , 7层 , 2001年建 , 板楼,
星河盛世花园 ,梅林关,1室1厅 , 47.22平米 , 东南 , 精装 , 30层 , 2013年建 , 板塔结合,
潜龙鑫茂花园B区 ,民治,2室1厅 , 68.06平米 , 西北 , 其他 , 16层 , 2006年建 , 板塔结合,
丰泽湖山庄 ,梅林关,2室1厅 , 85.46平米 , 东南 , 精装 , 低楼层(共9层) , 2003年建 , 板楼,
青年城邦园 ,龙华中心,2室1厅 , 57.88平米 , 东南 , 简装 , 中楼层(共13层) , 2006年建 , 板楼,
潜龙鑫茂花园C区 ,民治,1室1厅 , 26.98平米 , 南 , 简装 , 高楼层(共13层) , 2006年建 , 板楼,
中航阳光新苑 ,梅林关,2室1厅 , 67.16平米 , 东南 , 精装 , 7层 , 2005年建 , 板塔结合,
潜龙鑫茂花园C区 ,民治,1室1厅 , 39.41平米 , 北 , 简装 , 中楼层(共13层) , 2006年建 , 板楼,
滢水山庄二区 ,梅林关,2室1厅 , 69.6平米 , 南 , 简装 , 中楼层(共8层) , 1999年建 , 板塔结合,
滢水山庄 ,民治,2室1厅 , 70.26平米 , 东南 , 精装 , 低楼层(共7层) , 1998年建 , 板塔结合,
书香门第上河坊 ,梅林关,2室1厅 , 56.08平米 , 南 , 其他 , 22层 , 2009年建 , 塔楼,
青年城邦园 ,龙华中心,2室2厅 , 57.96平米 , 东南 , 精装 , 高楼层(共13层) , 2006年建 , 板楼,
潜龙曼海宁花园北区 ,上塘,2室1厅 , 70.84平米 , 南 , 精装 , 中楼层(共28层) , 2013年建 , 塔楼,
金地上塘道二期 ,红山,2室1厅 , 34.2平米 , 东 , 其他 , 低楼层(共29层) , 2011年建 , 塔楼,
新阳丽舍 ,龙华中心,1室1厅 , 42.7平米 , 南 北 , 精装 , 高楼层(共7层) , 2004年建 , 板塔结合,
新阳丽舍 ,龙华中心,1室1厅 , 38.53平米 , 南 北 , 简装 , 高楼层(共7层) , 2004年建 , 板塔结合,
桦润馨居A区 ,龙华中心,2室1厅 , 76.51平米 , 东南 南 , 其他 , 低楼层(共8层) , 2002年建 , 板楼,
金地上塘道一期 ,红山,2室2厅 , 63.17平米 , 东南 南 , 简装 , 中楼层(共25层) , 2010年建 , 板塔结合,
保利悦都 ,龙华中心,2室2厅 , 68.12平米 , 西南 , 精装 , 中楼层(共27层) , 2016年建 , 塔楼,
金地上塘道二期 ,红山,2室1厅 , 53.58平米 , 南 , 其他 , 低楼层(共31层) , 2011年建 , 塔楼,
丰泽湖山庄 ,梅林关,2室1厅 , 94.4平米 , 东 , 其他 , 高楼层(共11层) , 2003年建 , 板塔结合,
星河盛世花园 ,梅林关,1室1厅 , 47.22平米 , 东南 , 精装 , 30层 , 2013年建 , 板塔结合,
世纪春城四期 ,民治,2室2厅 , 71.55平米 , 东南 , 精装 , 26层 , 2008年建 , 塔楼,
苹果园 ,龙华新区,2室1厅 , 43.07平米 , 北 , 精装 , 中楼层(共17层) , 2004年建 , 板楼,
金侨花园 ,龙华中心,2室1厅 , 61.2平米 , 东南 , 精装 , 高楼层(共7层) , 1992年建 , 板楼,
金地梅陇镇二期 ,龙华新区,2室2厅 , 76.79平米 , 南 , 精装 , 低楼层(共18层) , 2007年建 , 板塔结合,
潜龙鑫茂花园B区 ,民治,1室1厅 , 37平米 , 南 , 精装 , 13层 , 2006年建 , 板塔结合,
天玑公馆 ,龙华中心,3室1厅 , 88平米 , 南 北 , 毛坯 , 高楼层(共41层) , 2016年建 , 板塔结合,
圣莫丽斯花园C区 ,梅林关,4室2厅 , 168.13平米 , 南 , 精装 , 中楼层(共13层) , 2010年建 , 板塔结合,
金地梅陇镇三期 ,龙华新区,3室2厅 , 108.49平米 , 南 北 , 精装 , 高楼层(共17层) , 2008年建 , 板楼,
金地天悦湾 ,观澜,5室2厅 , 199.15平米 , 南 , 毛坯 , 中楼层(共8层) , 2012年建 , 板塔结合,
阳基御龙山 ,观澜,4室2厅 , 88.27平米 , 东南 , 毛坯 , 31层 , 2017年建 , 板塔结合,
鸿荣源·壹城中心第九区 ,龙华中心,3室2厅 , 78.8平米 , 南 , 精装 , 49层 , 2017年建 , 板塔结合,
鸿荣源·壹城中心第九区 ,龙华中心,3室2厅 , 78.8平米 , 南 , 精装 , 49层 , 2017年建 , 板塔结合,
鸿荣源壹城中心第五区 ,龙华中心,3室2厅 , 74平米 , 南 , 精装 , 48层 , 2018年建 , 塔楼,
潜龙曼海宁花园南区 ,上塘,3室1厅 , 87.8平米 , 东南 南 , 精装 , 低楼层(共28层) , 2011年建 , 塔楼,
绿景公馆1866南区 ,红山,3室2厅 , 88.89平米 , 西南 , 其他 , 22层 , 2013年建 , 塔楼,
阳基御龙山 ,观澜,4室2厅 , 111.45平米 , 东南 , 其他 , 31层 , 2018年建 , 板塔结合,
华业玫瑰四季馨园一期 ,红山,3室1厅 , 106平米 , 东南 , 其他 , 中楼层(共32层) , 2015年建 , 塔楼,
圣莫丽斯花园C区 ,梅林关,4室2厅 , 220.88平米 , 东南 , 其他 , 低楼层(共28层) , 2010年建 , 板塔结合,
卓能雅苑 ,龙华新区,3室2厅 , 109.08平米 , 南 , 其他 , 中楼层(共18层) , 2016年建 , 板塔结合,
莱蒙水榭春天三期 ,红山,4室1厅 , 113.85平米 , 东南 , 其他 , 低楼层(共33层) , 2011年建 , 板塔结合,
绿景香颂 ,龙华新区,3室2厅 , 70.45平米 , 南 , 精装 , 高楼层(共31层) , 2012年建 , 板塔结合,
奥宸观壹城 ,观澜,4室2厅 , 107.79平米 , 南 , 其他 , 低楼层(共33层) , 2015年建 , 板塔结合,
懿花园 ,观澜,3室2厅 , 85.61平米 , 南 , 精装 , 高楼层(共10层) , 2014年建 , 板楼,
龙岸花园二期 ,坂田,3室1厅 , 58.11平米 , 西南 , 其他 , 低楼层(共32层) , 2010年建 , 平房,
星河丹堤 ,梅林关,4室1厅 , 245.37平米 , 东 南 北 , 精装 , 中楼层(共32层) , 2008年建 , 板塔结合,
阳基御龙山 ,观澜,4室2厅 , 88.1平米 , 西南 , 毛坯 , 30层 , 2017年建 , 板塔结合,
招商澜园 ,观澜,3室1厅 , 86.12平米 , 南 北 , 其他 , 低楼层(共17层) , 2010年建 , 板塔结合,
龙华花半里花园 ,龙华中心,4室2厅 , 84.89平米 , 东 东北 , 精装 , 33层 , 2012年建 , 塔楼,
风和日丽花园二期 ,龙华新区,3室1厅 , 98.42平米 , 东南 , 其他 , 7层 , 2001年建 , 板楼,
天玑公馆 ,龙华中心,3室2厅 , 83.19平米 , 东南 , 其他 , 高楼层(共41层) , 2019年建 , 板塔结合,
莱蒙水榭春天二期 ,红山,3室2厅 , 77.1平米 , 西南 , 精装 , 高楼层(共33层) , 2011年建 , 板楼,
阳基御龙山 ,观澜,3室1厅 , 81.06平米 , 南 , 其他 , 31层 , 2017年建 , 板塔结合,
龙华花半里花园 ,龙华中心,3室1厅 , 78.52平米 , 东南 , 其他 , 33层 , 2012年建 , 板塔结合,
金地梅陇镇二期 ,龙华新区,4室2厅 , 111.73平米 , 南 北 , 精装 , 高楼层(共24层) , 2007年建 , 板塔结合,
鸿荣源·壹成中心第六区 ,龙华中心,3室2厅 , 75.84平米 , 东南 , 精装 , 44层 , 2019年建 , 板塔结合,
圣莫丽斯花园C区 ,梅林关,4室2厅 , 220.88平米 , 南 , 毛坯 , 低楼层(共28层) , 2010年建 , 板塔结合,
潜龙鑫茂花园A区 ,民治,3室2厅 , 82.04平米 , 西北 , 精装 , 6层 , 2006年建 , 板塔结合,
金地梅陇镇三期 ,龙华新区,3室1厅 , 84.66平米 , 南 , 简装 , 低楼层(共18层) , 2009年建 , 板塔结合,
金地梅陇镇三期 ,龙华新区,3室1厅 , 109.41平米 , 南 , 其他 , 高楼层(共31层) , 2008年建 , 塔楼,
港铁天颂 ,上塘,3室2厅 , 89平米 , 南 北 , 其他 , 低楼层(共48层) , 2017年建 , 板塔结合,
劲力城市明珠 ,龙华中心,3室2厅 , 88.53平米 , 东南 , 简装 , 中楼层(共18层) , 2007年建 , 塔楼,
金地梅陇镇三期 ,龙华新区,3室1厅 , 109.41平米 , 南 , 其他 , 高楼层(共31层) , 2008年建 , 塔楼,
港铁天颂 ,上塘,3室2厅 , 89平米 , 南 北 , 其他 , 低楼层(共48层) , 2017年建 , 板塔结合,
城建仁山智水花园三期 ,观澜,5室2厅 , 303平米 , 南 , 毛坯 , 高楼层(共41层) , 2015年建 , 板楼,
玺园 ,龙华中心,4室3厅 , 89.44平米 , 南 , 其他 , 低楼层(共4层)  , 暂无数据,,
绿景香颂 ,龙华新区,4室2厅 , 88.63平米 , 西南 , 精装 , 低楼层(共30层) , 2012年建 , 板塔结合,
懿花园 ,观澜,4室2厅 , 89.82平米 , 北 , 其他 , 低楼层(共10层) , 2014年建 , 板楼,
鸿荣源壹城中心第五区 ,龙华中心,4室2厅 , 88平米 , 西南 , 精装 , 47层 , 2018年建 , 塔楼,
保利悦都 ,龙华中心,3室2厅 , 89.38平米 , 南 , 其他 , 中楼层(共27层) , 2016年建 , 塔楼,
龙光玖龙玺 ,梅林关,4室2厅 , 110.67平米 , 南 , 其他 , 中楼层(共31层) , 2016年建 , 塔楼,
美丽家园 ,龙华中心,4室2厅 , 95.2平米 , 东南 , 其他 , 高楼层(共7层) , 2001年建 , 板塔结合,
碧水龙庭 ,民治,2室2厅 , 72.29平米 , 南 , 精装 , 低楼层(共18层) , 2008年建 , 塔楼,
鸿荣源·壹成中心第六区 ,龙华中心,5室2厅 , 124.95平米 , 南 北 , 精装 , 46层 , 2019年建 , 板塔结合,
锦绣江南一期 ,龙华新区,3室1厅 , 90.11平米 , 东南 , 其他 , 中楼层(共6层) , 2003年建 , 板塔结合,
莱蒙水榭春天二期 ,红山,4室2厅 , 143.75平米 , 东南 , 其他 , 高楼层(共33层) , 2011年建 , 板楼,
城投七里香榭 ,红山,4室2厅 , 112.38平米 , 南 北 , 其他 , 中楼层(共11层) , 2007年建 , 塔楼,
银泉花园 ,龙华中心,3室2厅 , 97.28平米 , 南 , 简装 , 中楼层(共11层) , 1999年建 , 塔楼,
中航天逸 ,红山,3室2厅 , 88.08平米 , 南 , 其他 , 中楼层(共36层) , 2013年建 , 板塔结合,
鸿荣源·壹成中心第六区 ,龙华中心,4室2厅 , 87.3平米 , 南 , 毛坯 , 52层 , 2019年建 , 板塔结合,
幸福城三期 ,龙华中心,4室2厅 , 125平米 , 东南 , 毛坯 , 高楼层(共33层) , 2015年建 , 塔楼,
鸿荣源·壹成中心第六区 ,龙华中心,4室1厅 , 89.57平米 , 南 , 精装 , 50层 , 2019年建 , 板塔结合,
鸿荣源·壹成中心第七区 ,龙华中心,3室2厅 , 78平米 , 南 , 其他 , 52层  , 塔楼,,
鸿荣源·壹成中心第七区 ,龙华中心,4室2厅 , 88平米 , 东南 , 其他 , 52层  , 塔楼,,
鸿荣源·尚峻 ,上塘,3室2厅 , 94.1平米 , 东南 , 其他 , 中楼层(共47层) , 2018年建 , 板塔结合,
潜龙曼海宁花园南区 ,上塘,3室2厅 , 88.1平米 , 东北 西南 , 精装 , 低楼层(共28层) , 2011年建 , 塔楼,
金地鹭湖1号 ,观澜,3室2厅 , 89.54平米 , 西南 , 精装 , 低楼层(共16层) , 2015年建 , 塔楼,
金地鹭湖1号 ,观澜,3室2厅 , 87.54平米 , 西南 , 简装 , 高楼层(共16层) , 2016年建 , 塔楼,
珑门二期 ,观澜,4室2厅 , 86.62平米 , 东南 , 精装 , 中楼层(共32层) , 2018年建 , 板塔结合,
金地梅陇镇三期 ,龙华新区,3室2厅 , 87.57平米 , 南 北 , 精装 , 中楼层(共25层) , 2008年建 , 板楼,
中航天逸 ,红山,3室2厅 , 117.39平米 , 东南 西北 , 简装 , 高楼层(共36层) , 2013年建 , 板塔结合,
星河丹堤 ,梅林关,4室2厅 , 171.48平米 , 北 , 其他 , 中楼层(共32层) , 2008年建 , 板塔结合,
鸿荣源·壹成中心第七区 ,龙华中心,5室2厅 , 125.11平米 , 东南 , 简装 , 52层  , 塔楼,,
观湖园 ,观澜,6室2厅 , 362平米 , 南 , 毛坯 , 3层 , 2012年建 , 板楼 , 独栋别墅 
陶润懿峰 ,观澜,5室2厅 , 118.7平米 , 南 北 , 其他 , 高楼层(共32层) , 2016年建 , 板塔结合,
陶润懿峰 ,观澜,5室2厅 , 118.7平米 , 南 北 , 其他 , 高楼层(共32层) , 2016年建 , 板塔结合,
鸿荣源·壹成中心第六区 ,龙华中心,5室1厅 , 126平米 , 西南 , 精装 , 52层 , 2017年建 , 板塔结合,
观湖园 ,观澜,4室2厅 , 175.59平米 , 南 , 精装 , 上叠(共4层) , 2012年建 , 板楼 , 叠拼别墅 
龙岸花园二期 ,坂田,6室2厅 , 156.13平米 , 东南 南 , 精装 , 中楼层(共30层) , 2010年建 , 平房,
城建仁山智水花园二期 ,观澜,5室3厅 , 180.78平米 , 东南 , 其他 , 下叠(共4层) , 2013年建 , 板塔结合 , 叠拼别墅 
卓越皇后道 ,红山,4室2厅 , 162.71平米 , 南 , 精装 , 低楼层(共26层) , 2015年建 , 塔楼,
美丽家园 ,龙华中心,5室2厅 , 100.73平米 , 南 西北 , 精装 , 高楼层(共12层) , 2002年建 , 塔楼,
世纪春城三期 ,民治,5室2厅 , 132.24平米 , 南 , 简装 , 高楼层(共16层) , 2007年建 , 板塔结合,
鸿荣源·壹城中心第九区 ,龙华中心,5室2厅 , 140平米 , 南 , 简装 , 48层 , 2017年建 , 板塔结合,
观湖园 ,观澜,5室2厅 , 183.56平米 , 东南 , 其他 , 4层 , 2012年建 , 板楼 , 联排别墅 
中海锦城 ,上塘,5室2厅 , 133.71平米 , 南 , 精装 , 中楼层(共39层) , 2015年建 , 板塔结合,
圣莫丽斯花园B区 ,梅林关,5室2厅 , 271.62平米 , 东南 南 , 精装 , 低楼层(共3层) , 2007年建 , 板塔结合,
懿花园 ,观澜,5室2厅 , 183平米 , 南 北 , 精装 , 1层 , 2014年建 , 板楼 , 联排别墅 
美丽家园 ,龙华中心,4室2厅 , 101.05平米 , 南 , 精装 , 高楼层(共7层) , 2001年建 , 塔楼,
鸿荣源·壹城中心第九区 ,龙华中心,5室2厅 , 108.52平米 , 东南 , 精装 , 48层 , 2017年建 , 板塔结合,
溪山 ,梅林关,6室2厅 , 199.59平米 , 南 , 毛坯 , 下叠(共5层) , 2010年建 , 板塔结合 , 叠拼别墅 
春华四季园二期 ,坂田,4室1厅 , 140.62平米 , 东 东南 , 其他 , 高楼层(共5层) , 2007年建 , 板塔结合,
美丽365花园 ,龙华中心,5室1厅 , 159.88平米 , 东南 , 简装 , 高楼层(共8层) , 2003年建 , 板塔结合,
春华四季园二期 ,坂田,6室2厅 , 219平米 , 南 , 简装 , 低楼层(共18层) , 2007年建 , 板塔结合,
锦绣江南一期 ,龙华新区,4室2厅 , 144.76平米 , 东南 , 其他 , 高楼层(共6层) , 2003年建 , 板塔结合,
保利悦都 ,龙华中心,5室2厅 , 116.48平米 , 东南 , 其他 , 中楼层(共27层) , 2016年建 , 塔楼,
劲力城市明珠 ,龙华中心,5室1厅 , 111.02平米 , 东南 , 其他 , 高楼层(共12层) , 2005年建 , 塔楼,
城建仁山智水花园一期 ,观澜,5室2厅 , 157.59平米 , 南 北 , 精装 , 中楼层(共29层) , 2013年建 , 塔楼,
鸿荣源·壹城中心第九区 ,龙华中心,5室1厅 , 129.45平米 , 南 , 其他 , 48层 , 2017年建 , 板塔结合,
美丽家园 ,龙华中心,5室2厅 , 138.33平米 , 南 北 , 其他 , 中楼层(共7层) , 2001年建 , 板塔结合,
鸿荣源熙园山院 ,梅林关,6室2厅 , 232.54平米 , 南 , 精装 , 1层  , 板楼,,
日出印象一期 ,红山,4室2厅 , 88.28平米 , 北 , 其他 , 高楼层(共6层) , 2005年建 , 塔楼,
鸿荣源·壹成中心第七区 ,龙华中心,5室1厅 , 124平米 , 南 , 其他 , 52层  , 塔楼,,
星河丹堤 ,梅林关,5室2厅 , 268平米 , 东北 , 精装 , 中楼层(共28层) , 2008年建 , 板塔结合,
懿花园 ,观澜,6室2厅 , 183.37平米 , 南 北 , 精装 , 1层 , 2012年建 , 板楼 , 联排别墅 
万科九龙山 ,观澜,4室2厅 , 180平米 , 南 , 精装 , 1层 , 2015年建 , 板塔结合 , 联排别墅 
龙岸花园二期 ,坂田,5室2厅 , 128平米 , 南 , 精装 , 低楼层(共30层) , 2010年建 , 平房,
